,pl_name,hostname,hostname_omit_binary_signature,sy_pnum,sy_vmag,circularization_timescale,circularization_timescaleerr1,circularization_timescaleerr2,st_age,st_ageerr1,st_ageerr2,tau_age_diff,tau_age_differr1,tau_age_differr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_met,st_meterr1,st_meterr2,pl_mass_combinej,pl_mass_combinejerr1,pl_mass_combinejerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_dens,pl_denserr1,pl_denserr2,lambda,lambdaerr1,lambdaerr2,mass_ratio,mass_ratioerr1,mass_ratioerr2
532,NGTS-13 b,NGTS-13,NGTS-13,1.0,12.744,2.278381353255437,2.350414881760228,1.2570243741854565,4.23,2.65,1.59,0.552607931108654,1.102829531765953,0.3432324409392249,0.086,0.034,0.034,0.0,1.3,0.11,0.18,5819.0,73.0,73.0,1.788,0.057,0.057,0.25,0.17,0.17,4.84,0.44,0.44,4.84,0.44,0.44,1.14194848438,0.046,0.046,4.119027,2.3e-05,2.3e-05,0.0549,0.0015,0.0025,,,,3.249728281086951,0.55,0.55,,,,0.003554763682948849,0.00044148141547735193,0.0005888051637458144
533,TOI-4463 A b,TOI-4463 A,TOI-4463,1.0,11.036,0.057773416857261735,0.0549273929111,0.030092883805469966,4.1,3.5,2.6,0.013778811093319406,0.025094704476983,0.0080482553042746,0.04,,,1.0,1.056,0.059,0.063,5640.0,89.0,82.0,1.062,0.027,0.024,0.25,0.085,0.085,0.794,0.039,0.04,0.794,0.039,0.04,1.1829445982057,0.064,0.045,2.8807198,2.8e-06,2.7e-06,0.04036,0.00074,0.00082,8.17,0.21,0.24,0.4795857479889349,0.08,0.096,,,,0.0007179022417237591,5.340637035019195e-05,5.6056780722247336e-05
534,OGLE-TR-56 b,OGLE-TR-56,OGLE-TR-56,1.0,15.3,0.003567481403646322,0.005657036467330812,0.002458334049242101,3.0,1.0,1.3,0.0012917135384090275,0.0023580918809806,0.0009156306064567,0.67,,,1.0,1.228,0.072,0.078,6050.0,100.0,100.0,1.363,0.089,0.086,,,,3.3,4.0,1.6,3.3,4.0,1.6,1.36295038,0.09197982,0.09001711,1.2119189,,,0.02383,0.00046,0.00051,3.74,0.19,0.15,1.3032051549361796,0.18,0.14,,,,0.0025658088472572758,0.003113707655027587,0.001254658432939456
535,WASP-13 b,WASP-13,WASP-13,1.0,10.424,0.06786073827566724,0.14318110607834772,0.047354157857113985,5.0,2.6,1.7,0.01472694180584606,0.042605844338922,0.0108668836085314,0.016,,,1.0,1.22,0.12,0.12,6025.0,21.0,21.0,1.37,0.15,0.15,0.0,,,0.525,0.035,0.037,0.525,0.035,0.037,1.2199449658,0.14,0.14,4.35301,3e-06,3e-06,0.0468480728456999,0.0057092559533052,0.0057092559533052,7.23,0.42,0.42,0.2891211158643235,,,8.0,13.0,12.0,0.0004108735627985012,4.882184780892465e-05,4.97169099710376e-05
536,WASP-58 b,WASP-58,WASP-58,1.0,11.652,0.30506739976010877,1.0477158819629548,0.23634234216867883,12.8,0.2,2.1,0.023859603892373737,0.0829332365703192,0.019174857494713,0.044,,,1.0,1.06,0.47,0.47,5800.0,150.0,150.0,1.22,0.11,0.11,-0.45,,,0.899,0.074,0.072,0.899,0.074,0.072,1.4299354927,0.14,0.14,5.01718,1.1e-05,1.1e-05,0.0587467715201999,0.0086694111953075,0.0086694111953075,10.35,1.21,1.21,0.3074337760630489,,,,,,0.0008097716194180414,0.00036518433666212727,0.00036485981817453646
537,OGLE2-TR-L9 b,OGLE2-TR-L9,OGLE2-TR-L9,1.0,14.718,0.006484069019895152,0.006721288883973884,0.003486999443580342,13.8,,,,,,0.0,,,0.0,1.52,0.08,0.08,6933.0,58.0,58.0,1.53,0.04,0.04,-0.05,0.2,0.2,4.5,1.5,1.5,4.5,1.5,1.5,1.60988366,0.04,0.04,2.4855335,7e-07,7e-07,0.0308,0.0005,0.0005,,,,1.078288282049543,,,,,,0.0028266865410573575,0.0009539017761262385,0.0009539017761262385
538,Kepler-553 c,Kepler-553,Kepler-553,2.0,15.034,701604782.0037677,609628641.9813433,343829854.2320613,8.8,3.3,4.0,83105868.17246485,112939819.1533968,49246350.814429305,0.346,0.02,0.024,0.0,0.889,0.046,0.036,5191.0,76.0,78.0,0.902,0.026,0.021,0.152,0.058,0.058,6.7,0.44,0.43,6.7,0.44,0.43,1.0329516225226,0.032,0.025,328.24017,0.00039,0.0004,0.898,0.015,0.012,214.8,3.9,6.3,6.078183932118111,0.65,0.74,,,,0.0071958444529754105,0.0006016241375425311,0.0005460691845789238
539,TOI-5573 b,TOI-5573,TOI-5573,1.0,15.508,10.338009783725543,9.709769658792624,5.282571466005961,9.7,3.9,2.7,1.115008932324829,1.4894878362706447,0.6225335737221138,0.072,0.067,0.048,0.0,0.619,0.023,0.023,3790.0,59.0,59.0,0.594,0.011,0.011,0.42,0.16,0.16,0.35,0.06,0.06,0.35,0.06,0.06,0.8697975,0.04,0.04,8.79758977,9.86e-06,1.001e-05,0.0712,0.0008,0.0008,25.74,0.72,0.68,0.5315085884194909,0.16,0.137,,,,0.0005398661783674436,9.469747650570559e-05,9.469747650570559e-05
540,Kepler-424 b,Kepler-424,Kepler-424,2.0,14.429,0.5917544600400593,1.1593524484949325,0.3960602237775499,4.9,3.3,2.4,0.12851514742288372,0.36138335139898,0.092034487436986,0.076,,,1.0,1.01,0.054,0.054,5460.0,81.0,81.0,0.94,0.056,0.056,0.44,0.14,0.14,1.076,0.096,0.092,1.076,0.096,0.092,0.8903158,0.08,0.06,3.3118644,3.9e-07,3.9e-07,0.044,0.005,0.004,,,,1.526308249015205,0.25,0.25,,,,0.001017184240182647,0.00010580003284968852,0.00010257490405946699
541,WASP-186 b,WASP-186,WASP-186,1.0,10.81,4.50081140257188,3.914920865068485,2.221724412854086,3.1,1.0,0.8,1.5036019714741296,1.7163910953233843,0.7895643547098409,0.33,0.01,0.01,0.0,1.21,0.07,0.08,6300.0,100.0,100.0,1.47,0.02,0.02,-0.08,0.14,0.14,4.22,0.18,0.18,4.22,0.18,0.18,1.1099499279,0.03,0.03,5.026799,1.2e-05,1.4e-05,0.06,0.0012,0.0013,9.9,0.3,0.3,3.085627629090009,0.398,0.37,10.0,18.0,16.0,0.003329935380892252,0.0002393418029798562,0.00026200164045264956
542,WASP-73 b,WASP-73,WASP-73,1.0,10.468,0.4823838768412169,1.876762923404912,0.38980111326624395,4.3,1.5,1.5,0.11738335023073804,0.5585667950515518,0.092387169850891,0.017,,,1.0,2.52,1.22,1.22,6030.0,120.0,120.0,2.55,0.38,0.38,0.14,,,1.879,0.061,0.062,1.879,0.061,0.062,1.4199359438,0.22,0.22,4.08722,0.00022,0.00022,0.0682168794975,0.0111641159168144,0.0111641159168144,5.75,0.39,0.39,0.6562385621006341,,,,,,0.0007119261813212609,0.0003454367168484505,0.00034546227367480774
543,WASP-2 b,WASP-2,WASP-2,1.0,11.728,0.026398342950721555,0.02469858003521703,0.013542374603365284,7.0,7.0,7.0,0.0033113802217123378,0.0069311592120892,0.0021369119841267,0.013,,,1.0,0.895,0.077,0.072,5180.0,190.0,190.0,0.866,0.031,0.03,0.12,0.21,0.19,0.925,0.081,0.088,0.925,0.081,0.088,1.08095123609,0.041,0.04,2.152175,1.2e-05,1.1e-05,0.03144,0.00088,0.00087,7.81,0.13,0.14,0.7322588865179068,0.074,0.071,,,,0.0009867960960215133,0.00012113839654300624,0.00012294387203872132
544,WASP-56 b,WASP-56,WASP-56,1.0,12.091,0.8956738699356654,1.7784973283847816,0.623922983164469,6.2,3.0,2.1,0.15605357599754327,0.4160464046020695,0.1047387666651423,0.082,,,1.0,0.71,0.21,0.21,5600.0,100.0,100.0,0.96,0.09,0.09,0.12,,,0.599,0.04,0.039,0.599,0.04,0.039,0.9399575966,0.09,0.09,4.6171,3e-06,3e-06,0.04859414581248,0.0047465462535546,0.0047465462535546,10.88,0.3,0.3,0.721179314795373,,,,,,0.000805521615618749,0.00024424969354115917,0.00024395706002783903
545,KELT-20 b,KELT-20,KELT-20,1.0,7.59,0.04851044510469614,0.07650906923890867,0.03522480114772947,0.2,0.1,0.05,0.25952167745755805,0.5543674955754614,0.1868610546948809,0.0,,,0.0,1.76,0.14,0.2,8730.0,250.0,260.0,1.565,0.057,0.064,-0.29,0.22,0.36,3.382,,,3.382,,,1.74092146349,0.069,0.074,3.4741085,1.9e-06,1.9e-06,0.0542,0.0014,0.0021,7.4,0.3,0.4,0.6408808428817698,,,3.9,1.1,1.1,0.0018347194318713504,,
546,TIC 393818343 b,TIC 393818343,TIC 393818343,1.0,9.48,881.6702648585126,723.2630307954621,424.55985518036397,3.8,2.6,2.1,230.4426190866537,387.5912575282231,131.35455187740337,0.6058,0.0023,0.0023,0.0,1.082,0.055,0.056,5756.0,67.0,66.0,1.086,0.02,0.02,0.318,0.058,0.058,4.34,0.15,0.15,4.34,0.15,0.15,1.0869490938042,0.023,0.021,16.24921,0.0001,0.00011,0.1291,0.0021,0.0022,25.6,0.28,0.42,3.379100411730694,0.16,0.24,,,,0.0038297567825112296,0.00023541068769055952,0.00023834600789759486
547,HATS-45 b,HATS-45,HATS-45,1.0,13.325,0.18967523033938385,0.21051004906089962,0.10356014420974778,1.52,0.7,0.7,0.13156264868925255,0.2009599753231593,0.0792075728546624,0.24,,,1.0,1.272,0.048,0.048,6450.0,110.0,110.0,1.315,0.064,0.064,0.02,0.068,0.068,0.7,0.15,0.15,0.7,0.15,0.15,1.28594198854,0.093,0.093,4.1876244,5.6e-06,5.6e-06,0.05511,0.00069,0.00069,9.02,0.39,0.39,0.3291358085702803,0.16,0.11,,,,0.0005254357930966157,0.00011432589588192438,0.00011432589588192438
548,WASP-52 b,WASP-52,WASP-52,1.0,12.192,0.0026862835124516564,0.002278138775705351,0.0012956810973879574,10.7,1.9,4.5,0.0002616666408274136,0.000320998648896,0.0001408095832969,0.092,,,1.0,0.8,0.05,0.05,5000.0,100.0,100.0,0.79,0.02,0.02,0.03,0.12,0.12,0.459,0.022,0.021,0.459,0.022,0.021,1.2703504,0.03,0.03,1.7497798,1.2e-06,1.2e-06,0.0272,0.0003,0.0003,7.23,0.21,0.21,0.2240791883158569,0.03,0.03,1.1,1.1,1.1,0.0005478118516569159,4.314713753316778e-05,4.2431421140568606e-05
549,HATS-3 b,HATS-3,HATS-3,1.0,12.433,0.09573962858475144,0.08538260038734904,0.0471926175926408,3.2,0.6,0.4,0.030486256070948813,0.0291287947699264,0.0163093310480878,0.3,,,1.0,1.21,0.04,0.04,6351.0,76.0,76.0,1.404,0.03,0.03,-0.157,0.07,0.07,1.1,0.18,0.19,1.1,0.18,0.19,1.3809708,0.035,0.035,3.547851,5e-06,5e-06,0.0485,0.0004,0.0006,7.43,0.17,0.18,0.4176491957334564,0.07,0.07,3.0,25.0,25.0,0.0008679926348297342,0.00014490455556661675,0.00015264714094614522
550,WASP-64 b,WASP-64,WASP-64,1.0,12.704,0.004240035634383023,0.003627465363238099,0.0020863436271651783,1.2,1.2,0.7,0.0031878052263183032,0.00654350757303,0.0019331946393884,0.054,,,1.0,1.004,0.028,0.028,5400.0,100.0,100.0,1.058,0.025,0.025,-0.08,0.11,0.11,1.221,0.073,0.071,1.221,0.073,0.071,1.27097487,0.039,0.039,1.5732918,1.5e-06,1.5e-06,0.02648,0.00024,0.00024,5.39,0.11,0.09,0.5946740840003134,0.085,0.069,,,,0.00116115628270898,7.660339012757651e-05,7.488403363601141e-05
551,HAT-P-70 b,HAT-P-70,HAT-P-70,1.0,9.47,0.02604811803818914,0.04334030593412071,0.019147124547554052,0.6,0.38,0.2,0.04542113009105499,0.1059343144990346,0.031601191990926,0.0,,,0.0,1.89,0.01,0.01,8450.0,540.0,690.0,1.858,0.119,0.091,-0.059,0.075,0.088,6.78,,,6.78,,,1.8699156443,0.15,0.1,2.74432452,7.9e-07,6.8e-07,0.04739,0.00031,0.00106,5.48,0.35,0.3,1.0368236006742717,,,113.1,5.1,3.4,0.0034251264923598717,,
552,Qatar-8 b,Qatar-8,Qatar-8,1.0,11.71,0.051209662959949276,0.0461211401985642,0.025257393175238584,8.3,2.1,2.1,0.00640306569264229,0.0063917776320143,0.0033327565075234,0.0,,,0.0,1.029,0.051,0.051,5738.0,51.0,51.0,1.315,0.02,0.02,0.025,0.071,0.071,0.371,0.062,0.062,0.371,0.062,0.062,1.28494203365,0.022,0.022,3.71495,0.001,0.001,0.0474,0.0008,0.0008,7.761,0.1,0.1,0.1748495530938503,0.037,0.037,,,,0.00034424469803111225,6.000549909026831e-05,6.000549909026831e-05
553,WASP-169 b,WASP-169,WASP-169,1.0,12.167,0.5115300489685946,0.7209371489200647,0.29278301815356744,3.802,0.779,0.779,0.13346139979985847,0.1963855037491612,0.0820081619118554,0.17,,,1.0,1.337,0.083,0.083,6110.0,101.0,101.0,2.011,0.188,0.089,0.06,0.07,0.07,0.561,0.061,0.061,0.561,0.061,0.061,1.30394117656,0.15,0.073,5.6114118,9.2e-06,9.2e-06,0.0681,0.0014,0.0014,7.3,0.68,0.26,0.2530055727106663,0.074,0.094,,,,0.0004006269670556687,5.0161644256685696e-05,5.0161644256685696e-05
554,TOI-3894 b,TOI-3894,TOI-3894,1.0,11.992,0.1590553250075319,0.15357448917868044,0.08250049118698541,5.7,2.3,1.8,0.02911812652810086,0.0390919544212049,0.0158422359935013,0.05,0.052,0.035,0.0,1.138,0.089,0.075,6000.0,110.0,110.0,1.502,0.055,0.052,0.021,0.085,0.06,0.82,0.14,0.14,0.82,0.14,0.14,1.3629361679549,0.055,0.051,4.33454,2.2e-06,2.2e-06,0.05354,0.00061,0.00085,7.63,0.29,0.3,0.3238368637724789,0.087,0.078,,,,0.000687987132351863,0.0001291982508062957,0.00012590878363505335
555,HAT-P-33 b,HAT-P-33,HAT-P-33,1.0,11.032,0.02331107857652634,0.19306452962895881,0.020927592916768822,2.3,0.3,0.3,0.010284362854856427,0.0897779082943737,0.0102069658797292,0.22,,,1.0,1.42,0.16,0.15,6460.0,300.0,290.0,1.79,0.48,0.48,0.05,,,0.66,0.14,0.14,0.66,0.14,0.14,1.8499165465,0.49,0.49,3.47447,1e-06,1e-06,0.05471447351778,0.0136686766590347,0.0136686766590347,5.7,0.6,0.6,0.1042386433182634,,,6.0,4.0,4.0,0.00044377651611717396,0.00010659074256531301,0.00010516090454623617
556,TOI-2714 b,TOI-2714,TOI-2714,1.0,13.468,0.020181947683483366,0.02408408002103936,0.011241838697814366,5.5,3.0,3.0,0.003902111949036553,0.0066082822902797,0.002410638246816,0.164,,,1.0,1.07,0.06,0.06,5665.0,115.0,115.0,1.25,0.054,0.054,0.3,0.11,0.11,0.71736822,0.10382961,0.10068326,0.71736822,0.10382961,0.10068326,1.2239612,0.06244992,0.0597735,2.499387,4e-06,4e-06,0.036,0.002,0.002,6.28,0.28,0.32,0.3911813726791366,0.11,0.11,,,,0.000640128378096269,9.936048799732202e-05,9.674783614453237e-05
557,CoRoT-5 b,CoRoT-5,CoRoT-5,1.0,14.043,0.06266639410765748,0.05222200089728844,0.030387445589680234,6.9,1.4,1.4,0.00919925083513844,0.0086332149421943,0.0044812087702664,0.087,,,1.0,1.0,0.02,0.02,6100.0,65.0,65.0,1.186,0.04,0.04,-0.25,0.06,0.06,0.478,0.035,0.035,0.478,0.035,0.035,1.38792918,0.046,0.047,4.0378962,1.9e-06,1.9e-06,0.04947,0.00026,0.00029,,,,0.1787555350192953,0.031,0.025,,,,0.00045639052739347415,3.4641892233612e-05,3.4641892233612e-05
558,WASP-197 b,WASP-197,WASP-197,1.0,11.565,0.8784267525280014,0.9002128560109539,0.4616455795260992,2.6,1.5,1.5,0.3551704482139566,0.651399191095867,0.2120703155314885,0.0,,,0.0,1.36,0.08,0.08,6050.0,100.0,100.0,2.112,0.077,0.077,0.0,0.3,0.3,1.269,0.254,0.254,1.269,0.254,0.254,1.2889396336652,0.049,0.049,5.167228,3e-06,3e-06,0.065,0.002,0.002,6.6,0.03,0.03,0.592519803360056,0.18,0.18,,,,0.0008909050874697247,0.00018586269012227843,0.00018586269012227843
559,TOI-2485 b,TOI-2485,TOI-2485,1.0,11.935,134.0268011876429,141.86966723275088,73.17374983417889,4.1,2.4,1.2,33.93751493006269,63.77184165266607,20.857816978675075,0.0341,0.0109,0.0087,0.0,1.262,0.084,0.12,6137.43,96.49,96.49,1.72,0.069,0.069,,,,2.412,0.088,0.087,2.412,0.088,0.087,1.082949281381,0.045,0.045,11.23479,5.4e-05,5.2e-05,0.1093,0.0055,0.0057,13.65,0.43,0.4,1.8988555732080636,0.33,0.28,20.0,26.0,41.0,0.0018248479070762681,0.00013851387543622912,0.00018558432615529047
560,WASP-133 b,WASP-133,WASP-133,1.0,12.891,0.023219517674419758,0.02148967352078264,0.011800971711193544,6.8,1.8,1.8,0.0035379309142060406,0.0035912427397971,0.0019575068058563,0.17,,,1.0,1.16,0.08,0.08,5700.0,100.0,100.0,1.44,0.05,0.05,0.29,0.12,0.12,1.16,0.09,0.09,1.16,0.09,0.09,1.2099454169,0.05,0.05,2.176423,1e-06,1e-06,0.0345,0.0007,0.0007,5.155,0.081,0.155,0.6547897588623818,0.09,0.09,,,,0.0009547918983127076,9.911393919480262e-05,9.911393919480262e-05
561,TOI-2981 b,TOI-2981,TOI-2981,1.0,13.361,0.43276595677873597,0.41509054852142213,0.2234890690697577,4.5,2.9,2.9,0.09800625403288801,0.1779555260188294,0.0588784736736875,0.035,,,1.0,1.03,0.06,0.06,5940.0,75.0,75.0,1.08,0.032,0.032,-0.11,0.1,0.1,2.00737249,0.10382961,0.10382961,2.00737249,0.10382961,0.10382961,1.195414,0.03746995,0.03746995,3.601501,2e-06,2e-06,0.048,0.002,0.002,9.51,0.27,0.27,1.1749298369848042,0.16,0.16,,,,0.0018607990197551517,0.0001449600850705313,0.0001449600850705313
562,WASP-81 b,WASP-81,WASP-81,1.0,12.469,0.01573392925339839,0.014145986240306142,0.0077188272484154715,13.8,,,,,,0.066,,,1.0,1.08,0.059,0.058,5870.0,120.0,120.0,1.283,0.04,0.037,-0.36,0.14,0.14,0.729,0.036,0.035,0.729,0.036,0.035,1.42893553781,0.051,0.046,2.7164762,2.3e-06,2.3e-06,0.03908,0.0007,0.00072,6.56,0.13,0.16,0.2498220926578976,0.031,0.031,,,,0.0006444845313610775,4.746071377935809e-05,4.6425891382653674e-05
563,K2-329 b,K2-329,K2-329,1.0,12.697,79.02594416255698,73.54939515202801,39.19003074967104,1.8,2.2,1.3,35.173935842768955,79.56289663484038,22.223932675077336,0.0697,0.041,0.04,0.0,0.901,0.048,0.049,5282.0,40.0,39.0,0.822,0.026,0.024,0.098,0.065,0.07,0.26,0.02,0.022,0.26,0.02,0.022,0.7739650848599999,0.026,0.024,12.4551225,3.1e-06,3.1e-06,0.1016,0.0018,0.0019,26.62,0.46,0.61,0.5607257053554118,0.07,0.072,,,,0.0002755226343632674,2.5780577574633754e-05,2.7713502352700762e-05
564,HAT-P-50 b,HAT-P-50,HAT-P-50,1.0,11.703,0.10190876502600851,0.10626529170041613,0.0540067142802614,3.37,1.44,0.27,0.03297881182017312,0.0448126451483778,0.0185429285523223,0.084,,,1.0,1.273,0.049,0.115,6280.0,49.0,49.0,1.698,0.071,0.071,-0.18,0.08,0.08,1.359,0.07,0.086,1.359,0.07,0.086,1.28794189832,0.064,0.064,3.1220109,6.5e-06,6.5e-06,0.0453,0.00058,0.0014,5.68,0.19,0.19,0.6360216038651603,0.11,0.11,,,,0.0010192947288350115,6.554260578620899e-05,0.00011242550421312006
565,KELT-7 b,KELT-7,KELT-7,1.0,8.56,0.030112831812537807,0.030981113421177806,0.015961722910828584,1.2,0.2,0.2,0.02571138384381718,0.0270240731209917,0.0140351531759897,0.013,0.022,0.01,0.0,1.53,0.07,0.05,6789.0,50.0,49.0,1.81,0.07,0.07,0.0,,,1.39,0.22,0.22,1.39,0.22,0.22,1.599927824,0.06,0.06,2.73477,4e-06,4e-06,0.046315364733,0.002235179947088,0.002235179947088,5.48,0.16,0.16,0.3393554687499999,,,2.7,0.6,0.6,0.0008674253193821328,0.00014291125067959653,0.0001401863138659769
566,TOI-892 b,TOI-892,TOI-892,1.0,11.43,17.884584472294883,18.418915999387124,9.465206233318929,2.2,0.5,0.5,8.203981123042922,9.017205359965809,4.572646566640946,0.125,,,1.0,1.28,0.03,0.03,6261.0,80.0,80.0,1.39,0.02,0.02,0.24,0.05,0.05,0.95,0.07,0.07,0.95,0.07,0.07,1.0699517322999998,0.02,0.02,10.62656,7e-05,7e-05,0.092,0.005,0.005,15.1,0.4,0.3,0.7754829830463092,,,12.0,18.0,16.0,0.0007086346120289625,5.479298866437163e-05,5.479298866437163e-05
567,WASP-177 b,WASP-177,WASP-177,1.0,12.312,0.010715735111015142,0.13064041405344107,0.009142900080134164,9.7,3.9,3.9,0.0012004491312407723,0.0174275200396434,0.0009811985111232,0.0,,,0.0,0.876,0.038,0.038,5017.0,70.0,70.0,0.885,0.046,0.046,0.25,0.04,0.04,0.508,0.038,0.038,0.508,0.038,0.038,1.5799287262,0.66,0.36,3.071722,1e-06,1e-06,0.03957,0.00058,0.00058,9.61,0.42,0.53,0.1287930569387005,0.203,0.11,,,,0.0005536921054142185,4.7878356774261e-05,4.7878356774261e-05
568,Qatar-10 b,Qatar-10,Qatar-10,1.0,12.868,0.001297188027795807,0.001191988283171791,0.000638036972796747,3.2,1.9,1.9,0.0004274097272651444,0.000669094621453,0.0002382293276259,0.0,,,0.0,1.156,0.068,0.068,6124.0,46.0,46.0,1.254,0.026,0.026,0.016,0.089,0.089,0.736,0.09,0.09,0.736,0.09,0.09,1.54293039527,0.04,0.04,1.645321,1e-05,1e-05,0.0286,0.0006,0.0006,4.9,0.12,0.12,0.2003457048432975,0.036,0.036,,,,0.0006078951878530733,8.248858609600959e-05,8.248858609600959e-05
569,WASP-175 b,WASP-175,WASP-175,1.0,12.959,0.09076046961971736,0.08871581105983074,0.04719462270348225,1.745,0.995,0.995,0.05544751471667647,0.0971504445337717,0.0338334109139762,0.28,,,1.0,1.212,0.045,0.045,6229.0,100.0,100.0,1.204,0.064,0.064,0.15,0.069,0.069,0.99,0.13,0.13,0.99,0.13,0.13,1.2079455071199998,0.081,0.081,3.0652907,1.1e-06,1.6e-06,0.04403,0.00055,0.00055,7.86,0.41,0.41,0.5616094303985157,0.2,0.15,,,,0.0007799042733742413,0.00010642673209443966,0.00010642673209443966
570,Kepler-5 b,Kepler-5,Kepler-5,1.0,13.325,0.26113874978612067,0.25815663985116694,0.13714108207435122,3.0,0.6,0.6,0.08899387608817264,0.0917847726439742,0.0442813493448617,0.043,,,1.0,1.374,0.04,0.059,6297.0,60.0,60.0,1.793,0.043,0.062,0.04,0.06,0.06,2.126,0.095,0.093,2.126,0.095,0.093,1.42593567314,0.036,0.051,3.5484657,7e-07,7e-07,0.0538,0.0015,0.0021,6.45,0.021,0.025,0.7331699958410295,0.5,0.5,,,,0.0014773563142742474,7.878963646692378e-05,9.055867847659966e-05
571,XO-5 b,XO-5,XO-5,1.0,12.198,0.44913647907176474,0.38529762335374446,0.21481444761974774,7.0,7.0,7.0,0.05567460914995125,0.1154147278694669,0.0329306650443976,0.021,,,1.0,1.04,0.03,0.03,5430.0,70.0,70.0,1.13,0.03,0.03,0.05,0.06,0.06,1.046,0.033,0.033,1.046,0.033,0.033,1.1401038,0.03,0.03,4.1877558,6e-07,6e-07,0.0515,0.0005,0.0005,,,,0.7060202059473093,0.08,0.08,,,,0.0009603003131106655,4.105129031510644e-05,4.105129031510644e-05
572,HAT-P-36 b,HAT-P-36,HAT-P-36,1.0,12.146,0.0032939329332322973,0.0027491627386667626,0.001643374352466991,6.6,2.9,1.8,0.000524265379514195,0.0006967061428053,0.0002806626498292,0.059,,,1.0,1.03,0.04,0.04,5620.0,40.0,40.0,1.041,0.013,0.013,,,,1.85,0.1,0.1,1.85,0.1,0.1,1.27694239453,0.02,0.02,1.32734683,4.8e-07,4.8e-07,0.0241,0.00047,0.00047,4.93,0.1,0.1,0.8883805397230926,0.078,0.078,14.0,18.0,18.0,0.0017149174872606884,0.00011414182402567704,0.00011414182402567704
573,TOI-640 b,TOI-640,TOI-640,1.0,10.51,0.05342007930868599,0.05063117256980816,0.026764364414146775,1.99,0.55,0.4,0.02762498627251353,0.0303879829598239,0.0152079175349108,0.013,,,1.0,1.54,0.07,0.08,6460.0,130.0,150.0,2.082,0.064,0.058,0.072,0.085,0.076,0.57,0.02,0.02,0.57,0.02,0.02,1.719919449028,0.05,0.05,5.003777,2e-06,3e-06,0.061315215543756,0.0020021710950514,0.001803473177357,6.33,0.07,0.06,0.1120184386280453,0.013,0.013,176.0,3.0,3.0,0.0003533970013235345,2.0292693877828142e-05,2.215364637093087e-05
574,HATS-4 b,HATS-4,HATS-4,1.0,13.516,0.10515808590521311,0.09285808270957996,0.050649000518115675,2.1,1.6,1.6,0.0491668733326301,0.0887717766738549,0.0283158984125826,0.024,,,1.0,1.001,0.02,0.02,5403.0,50.0,50.0,0.925,0.022,0.022,0.43,0.08,0.08,1.309,0.04,0.039,1.309,0.04,0.039,1.01993793,0.037,0.037,2.516729,2e-06,2e-06,0.0362,0.0002,0.0002,8.43,0.17,0.22,1.233499935922081,0.16,0.16,,,,0.0012485740208704637,4.55853136996968e-05,4.47900219751013e-05
575,TOI-481 b,TOI-481,TOI-481,1.0,9.972,70.85390726231603,58.74577366948523,33.62223543732952,6.7,0.4,0.6,10.592978092491611,9.115910096906653,4.889518645388476,0.153,0.006,0.007,0.0,1.14,0.02,0.01,5735.0,72.0,72.0,1.66,0.02,0.02,0.26,0.05,0.05,1.53,0.03,0.03,1.53,0.03,0.03,0.9899553411,0.01,0.01,10.33111,2e-05,2e-05,0.097,0.001,0.001,,,,1.5768335327563978,,,,,,0.0012814312319460023,3.371539141909137e-05,2.7525854719728938e-05
576,WASP-22 b,WASP-22,WASP-22,1.0,11.99,0.13339538522467553,0.24528926694859876,0.09080608298135245,4.3,1.6,1.1,0.03305083247339907,0.0683626922195947,0.0209926438241836,0.021,,,1.0,1.25,0.07,0.03,6153.0,46.0,46.0,1.24,0.13,0.13,-0.05,,,0.57,0.017,0.016,0.57,0.017,0.016,1.2299445147,0.14,0.14,3.53269,1e-05,1e-05,0.0515754502545599,0.0052833429839986,0.0052833429839986,8.38,0.26,0.26,0.3063088334631115,,,22.0,16.0,16.0,0.0004353851056305946,2.762381928083926e-05,1.607941946951797e-05
577,WASP-158 b,WASP-158,WASP-158,1.0,12.044,1.133996706839563,1.8760850674170606,0.7167235685951886,1.93,0.93,0.93,0.6202080136171539,1.4665017178152735,0.4029429701435126,0.16,,,1.0,1.38,0.14,0.14,6350.0,150.0,150.0,1.39,0.18,0.18,0.24,0.1,0.1,2.79,0.23,0.23,2.79,0.23,0.23,1.0699517322999998,0.15,0.15,3.656333,4e-06,4e-06,0.0517,0.0018,0.0018,8.0,0.4,1.0,2.277471076525477,0.7,1.0,,,,0.001930340142240909,0.00025233510847668663,0.00025233510847668663
